tweet,cleaning,case_folding,tokenize,stopword_removal,stemming,entity,sentiment
"Apa pistol (carry) favorit kalian? Mimin pun sebenarnya lebih suka SIG-series seperti P320 atau P229, namun sangat sulit untuk melepas Glock yang satu ini, Glock 19 gen 5 MOS yang optic-ready...",Apa pistol carry favorit kalian Mimin pun sebenarnya lebih suka SIGseries seperti P atau P namun sangat sulit untuk melepas Glock yang satu ini Glock  gen  MOS yang opticready,apa pistol carry favorit kalian mimin pun sebenarnya lebih suka sigseries seperti p atau p namun sangat sulit untuk melepas glock yang satu ini glock  gen  mos yang opticready,"['apa', 'pistol', 'carry', 'favorit', 'kalian', 'mimin', 'pun', 'sebenarnya', 'lebih', 'suka', 'sigseries', 'seperti', 'p', 'atau', 'p', 'namun', 'sangat', 'sulit', 'untuk', 'melepas', 'glock', 'yang', 'satu', 'ini', 'glock', 'gen', 'mos', 'yang', 'opticready']","['pistol', 'favorit', 'mimin', 'suka', 'sigseries', 'p', 'p', 'sulit', 'melepas', 'glock', 'glock', 'gen', 'mos', 'opticready']",pistol favorit mimin suka sigseries p p sulit lepas glock glock gen mos opticready,Suzuki,Netral
"Min, kapan yah Isuzu sama Mitsubishi bikin minibus sendiri kayak Hiace. Kan skrg udah pada punya mesin 2500cc Euro 4 semua. Skrg udah gak ada larangan pabrikan bikin body sendiri, gak usah...",Min kapan yah Isuzu sama Mitsubishi bikin minibus sendiri kayak Hiace Kan skrg udah pada punya mesin cc Euro  semua Skrg udah gak ada larangan pabrikan bikin body sendiri gak usah,min kapan yah isuzu sama mitsubishi bikin minibus sendiri kayak hiace kan skrg udah pada punya mesin cc euro  semua skrg udah gak ada larangan pabrikan bikin body sendiri gak usah,"['min', 'kapan', 'yah', 'isuzu', 'sama', 'mitsubishi', 'bikin', 'minibus', 'sendiri', 'kayak', 'hiace', 'kan', 'skrg', 'udah', 'pada', 'punya', 'mesin', 'cc', 'euro', 'semua', 'skrg', 'udah', 'gak', 'ada', 'larangan', 'pabrikan', 'bikin', 'body', 'sendiri', 'gak', 'usah']","['min', 'isuzu', 'minibus', 'hiace', 'mesin', 'cc', 'euro', 'larangan', 'pabrikan', 'body']",min isuzu minibus hiace mesin cc euro larang pabrikan body,Mitsubishi,Netral
Abadikanlah sebelum spesies MITSUBISHI BM meghilang WARGA BARU PT. Warga Baru Express EKONOMI (Non AC) Pagaden - Kampung Rambutan via. Pamanukan(pp) 145 (T 7574 DC) Body : (UNKNOW) by. Karoseri...,Abadikanlah sebelum spesies MITSUBISHI BM meghilang WARGA BARU PT Warga Baru Express EKONOMI Non AC Pagaden  Kampung Rambutan via Pamanukanpp  T  DC Body  UNKNOW by Karoseri,abadikanlah sebelum spesies mitsubishi bm meghilang warga baru pt warga baru express ekonomi non ac pagaden  kampung rambutan via pamanukanpp  t  dc body  unknow by karoseri,"['abadikanlah', 'sebelum', 'spesies', 'mitsubishi', 'bm', 'meghilang', 'warga', 'baru', 'pt', 'warga', 'baru', 'express', 'ekonomi', 'non', 'ac', 'pagaden', 'kampung', 'rambutan', 'via', 'pamanukanpp', 't', 'dc', 'body', 'unknow', 'by', 'karoseri']","['abadikanlah', 'spesies', 'bm', 'meghilang', 'warga', 'warga', 'express', 'ekonomi', 'non', 'pagaden', 'kampung', 'rambutan', 'pamanukanpp', 't', 'dc', 'body', 'unknow', 'by', 'karoseri']",abadi spesies bm meghilang warga warga express ekonomi non pagaden kampung rambutan pamanukanpp t dc body unknow by karoseri,Mitsubishi,Netral
Baru saja mengirim foto @ Daihatsu Rangkasbitung Lebak Banten - Yan wijaya 087772111782 https://instagram.com/p/CngAYqbyJIR/?igshid=YTgzYjQ4ZTY=…Translate post,Baru saja mengirim foto  Daihatsu Rangkasbitung Lebak Banten  Yan wijaya   post,baru saja mengirim foto  daihatsu rangkasbitung lebak banten  yan wijaya   post,"['baru', 'saja', 'mengirim', 'foto', 'daihatsu', 'rangkasbitung', 'lebak', 'banten', 'yan', 'wijaya', 'post']","['mengirim', 'foto', 'rangkasbitung', 'lebak', 'banten', 'yan', 'wijaya']",kirim foto rangkasbitung lebak banten yan wijaya,Daihatsu,Netral
"""Battleship Island” yang juga dikenali sebagai Gunkanjima atau ""Pulau Kapal Perang"" yang terletak di Pulau Hashima dibeli oleh Kumpulan Mitsubishi pada tahun 1890 semasa revolusi perindustrian...",Battleship Island yang juga dikenali sebagai Gunkanjima atau Pulau Kapal Perang yang terletak di Pulau Hashima dibeli oleh Kumpulan Mitsubishi pada tahun  semasa revolusi perindustrian,battleship island yang juga dikenali sebagai gunkanjima atau pulau kapal perang yang terletak di pulau hashima dibeli oleh kumpulan mitsubishi pada tahun  semasa revolusi perindustrian,"['battleship', 'island', 'yang', 'juga', 'dikenali', 'sebagai', 'gunkanjima', 'atau', 'pulau', 'kapal', 'perang', 'yang', 'terletak', 'di', 'pulau', 'hashima', 'dibeli', 'oleh', 'kumpulan', 'mitsubishi', 'pada', 'tahun', 'semasa', 'revolusi', 'perindustrian']","['battleship', 'island', 'dikenali', 'gunkanjima', 'pulau', 'perang', 'terletak', 'pulau', 'hashima', 'dibeli', 'kumpulan', 'revolusi', 'perindustrian']",battleship island nali gunkanjima pulau perang letak pulau hashima beli kumpul revolusi industri,Mitsubishi,Netral
"Hadir Honda Amaze 2023 100 Jutaan si Brio Versi Sedan, Canggih Super Irit Baca selanjutnya di https://strategi.id/diatasroda/pr-1046968067/hadir-honda-amaze-2023-100-jutaan-si-brio-versi-sedan-cang...",Hadir Honda Amaze   Jutaan si Brio Versi Sedan Canggih Super Irit Baca selanjutnya di ,hadir honda amaze   jutaan si brio versi sedan canggih super irit baca selanjutnya di ,"['hadir', 'honda', 'amaze', 'jutaan', 'si', 'brio', 'versi', 'sedan', 'canggih', 'super', 'irit', 'baca', 'selanjutnya', 'di']","['hadir', 'amaze', 'jutaan', 'versi', 'sedan', 'canggih', 'super', 'irit', 'baca']",hadir amaze juta versi sedan canggih super irit baca,Honda,Positif
Inilah dia skuad Indonesia di Daihatsu Indonesia Masters 2023. Ayo dukung perjuangan mereka! ???? #DIM2023Translate post,Inilah dia skuad Indonesia di Daihatsu Indonesia Masters  Ayo dukung perjuangan mereka  DIMTranslate post,inilah dia skuad indonesia di daihatsu indonesia masters  ayo dukung perjuangan mereka  dimtranslate post,"['inilah', 'dia', 'skuad', 'indonesia', 'di', 'daihatsu', 'indonesia', 'masters', 'ayo', 'dukung', 'perjuangan', 'mereka', 'dimtranslate', 'post']","['skuad', 'ayo', 'perjuangan', 'dimtranslate']",skuad ayo juang dimtranslate,Daihatsu,Positif
nonton bulutangkis indonesia daihatsu indonesia master 2023 (bwf super 500) selasa minggu 24/29 januari 2023 di istora gelora bung karno tanah abang jakarta pusat live hanya di tv gratis mnc...,nonton bulutangkis indonesia daihatsu indonesia master  bwf super  selasa minggu  januari  di istora gelora bung karno tanah abang jakarta pusat live hanya di tv gratis mnc,nonton bulutangkis indonesia daihatsu indonesia master  bwf super  selasa minggu  januari  di istora gelora bung karno tanah abang jakarta pusat live hanya di tv gratis mnc,"['nonton', 'bulutangkis', 'indonesia', 'daihatsu', 'indonesia', 'master', 'bwf', 'super', 'selasa', 'minggu', 'januari', 'di', 'istora', 'gelora', 'bung', 'karno', 'tanah', 'abang', 'jakarta', 'pusat', 'live', 'hanya', 'di', 'tv', 'gratis', 'mnc']","['nonton', 'bulutangkis', 'bwf', 'super', 'selasa', 'minggu', 'januari', 'istora', 'gelora', 'karno', 'tanah', 'abang', 'jakarta', 'pusat', 'live', 'gratis', 'mnc']",nonton bulutangkis bwf super selasa minggu januari istora gelora karno tanah abang jakarta pusat live gratis mnc,Daihatsu,Netral
WTS Tiket Daihatsu Indonesia Master 2023 DAY 3 Bantu temen yg gajadi nonton karena suaminya gabisa cuti.. 2 tiket DAY 3 (regular) Harga beli 350k (2 tiket) NEGO ALUS yg minat & serius dm yaaaaa...,WTS Tiket Daihatsu Indonesia Master  DAY  Bantu temen yg gajadi nonton karena suaminya gabisa cuti  tiket DAY  regular Harga beli k  tiket NEGO ALUS yg minat  serius dm yaaaaa,wts tiket daihatsu indonesia master  day  bantu temen yg gajadi nonton karena suaminya gabisa cuti  tiket day  regular harga beli k  tiket nego alus yg minat  serius dm yaaaaa,"['wts', 'tiket', 'daihatsu', 'indonesia', 'master', 'day', 'bantu', 'temen', 'yg', 'gajadi', 'nonton', 'karena', 'suaminya', 'gabisa', 'cuti', 'tiket', 'day', 'regular', 'harga', 'beli', 'k', 'tiket', 'nego', 'alus', 'yg', 'minat', 'serius', 'dm', 'yaaaaa']","['wts', 'tiket', 'day', 'temen', 'gajadi', 'nonton', 'suaminya', 'gabisa', 'cuti', 'tiket', 'day', 'regular', 'k', 'tiket', 'nego', 'alus', 'minat', 'serius', 'dm', 'yaaaaa']",wts tiket day temen gajadi nonton suami gabisa cuti tiket day regular k tiket nego alus minat serius dm yaaaaa,Daihatsu,Netral
Mau lebih nyaman? Bisa Add-On Xtra Carry On mulai Rp80ribu!? Kami tunggu kamu di penerbangan selanjutnya ya! ? #airasiaindonesia #promoairasiaTranslate post,Mau lebih nyaman Bisa AddOn Xtra Carry On mulai Rpribu Kami tunggu kamu di penerbangan selanjutnya ya  airasiaindonesia promoairasiaTranslate post,mau lebih nyaman bisa addon xtra carry on mulai rpribu kami tunggu kamu di penerbangan selanjutnya ya  airasiaindonesia promoairasiatranslate post,"['mau', 'lebih', 'nyaman', 'bisa', 'addon', 'xtra', 'carry', 'on', 'mulai', 'rpribu', 'kami', 'tunggu', 'kamu', 'di', 'penerbangan', 'selanjutnya', 'ya', 'airasiaindonesia', 'promoairasiatranslate', 'post']","['nyaman', 'addon', 'xtra', 'rpribu', 'tunggu', 'penerbangan', 'airasiaindonesia', 'promoairasiatranslate']",nyaman addon xtra rpribu tunggu terbang airasiaindonesia promoairasiatranslate,Suzuki,Positif
Toyota Corolla Veteran (Corvet) Th 77 . Yg serius silahkan di cek unitnya. Warna Hijau plat B Mobil siap nongkrong Transmisi Manual Pajak Panjang On 07-2023 - 07-2027 AN Pribadi Mobilnya BPKB...,Toyota Corolla Veteran Corvet Th   Yg serius silahkan di cek unitnya Warna Hijau plat B Mobil siap nongkrong Transmisi Manual Pajak Panjang On    AN Pribadi Mobilnya BPKB,toyota corolla veteran corvet th   yg serius silahkan di cek unitnya warna hijau plat b mobil siap nongkrong transmisi manual pajak panjang on    an pribadi mobilnya bpkb,"['toyota', 'corolla', 'veteran', 'corvet', 'th', 'yg', 'serius', 'silahkan', 'di', 'cek', 'unitnya', 'warna', 'hijau', 'plat', 'b', 'mobil', 'siap', 'nongkrong', 'transmisi', 'manual', 'pajak', 'panjang', 'on', 'an', 'pribadi', 'mobilnya', 'bpkb']","['corolla', 'veteran', 'corvet', 'th', 'serius', 'silahkan', 'cek', 'unitnya', 'warna', 'hijau', 'plat', 'nongkrong', 'transmisi', 'manual', 'pajak', 'an', 'pribadi', 'bpkb']",corolla veteran corvet th serius silah cek unit warna hijau plat nongkrong transmisi manual pajak an pribadi bpkb,Toyota,Positif
Babak 32 besar Daihatsu Indonesia Masters 2023 berlanjut besok mulai pukul 08.00 WIB. Ini jadwal wakil-wakil Indonesia! Ayo semangat lagi! ???? #DIM2023Translate post,Babak  besar Daihatsu Indonesia Masters  berlanjut besok mulai pukul  WIB Ini jadwal wakilwakil Indonesia Ayo semangat lagi  DIMTranslate post,babak  besar daihatsu indonesia masters  berlanjut besok mulai pukul  wib ini jadwal wakilwakil indonesia ayo semangat lagi  dimtranslate post,"['babak', 'besar', 'daihatsu', 'indonesia', 'masters', 'berlanjut', 'besok', 'mulai', 'pukul', 'wib', 'ini', 'jadwal', 'wakilwakil', 'indonesia', 'ayo', 'semangat', 'lagi', 'dimtranslate', 'post']","['babak', 'berlanjut', 'besok', 'wib', 'jadwal', 'wakilwakil', 'ayo', 'semangat', 'dimtranslate']",babak lanjut besok wib jadwal wakilwakil ayo semangat dimtranslate,Daihatsu,Positif
#SPOTV #IndonesiaMasters2023,SPOTV IndonesiaMasters,spotv indonesiamasters,"['spotv', 'indonesiamasters']","['spotv', 'indonesiamasters']",spotv indonesiamasters,Daihatsu,Netral
Toyota Way dan Tesla Way adalah dua cara berbeda dalam mengelola perusahaan yang digunakan oleh Toyota dan Tesla. Kedua cara ini memiliki beberapa kemiripan dan perbedaan yang signifikanTranslate post,Toyota Way dan Tesla Way adalah dua cara berbeda dalam mengelola perusahaan yang digunakan oleh Toyota dan Tesla Kedua cara ini memiliki beberapa kemiripan dan perbedaan yang signifikanTranslate post,toyota way dan tesla way adalah dua cara berbeda dalam mengelola perusahaan yang digunakan oleh toyota dan tesla kedua cara ini memiliki beberapa kemiripan dan perbedaan yang signifikantranslate post,"['toyota', 'way', 'dan', 'tesla', 'way', 'adalah', 'dua', 'cara', 'berbeda', 'dalam', 'mengelola', 'perusahaan', 'yang', 'digunakan', 'oleh', 'toyota', 'dan', 'tesla', 'kedua', 'cara', 'ini', 'memiliki', 'beberapa', 'kemiripan', 'dan', 'perbedaan', 'yang', 'signifikantranslate', 'post']","['way', 'way', 'berbeda', 'mengelola', 'perusahaan', 'memiliki', 'kemiripan', 'perbedaan', 'signifikantranslate']",way way beda kelola usaha milik mirip beda signifikantranslate,Toyota,Netral
"Sahabat, yuk ikutan Giveaway bareng Daimin ? Jawab benda yang harus muncul dari atas ke bawah dan dapatkan tiket masuk Daihatsu Indonesia Masters hari ke-3 ? Caranya gampang banget: 1....",Sahabat yuk ikutan Giveaway bareng Daimin  Jawab benda yang harus muncul dari atas ke bawah dan dapatkan tiket masuk Daihatsu Indonesia Masters hari ke  Caranya gampang banget ,sahabat yuk ikutan giveaway bareng daimin  jawab benda yang harus muncul dari atas ke bawah dan dapatkan tiket masuk daihatsu indonesia masters hari ke  caranya gampang banget ,"['sahabat', 'yuk', 'ikutan', 'giveaway', 'bareng', 'daimin', 'jawab', 'benda', 'yang', 'harus', 'muncul', 'dari', 'atas', 'ke', 'bawah', 'dan', 'dapatkan', 'tiket', 'masuk', 'daihatsu', 'indonesia', 'masters', 'hari', 'ke', 'caranya', 'gampang', 'banget']","['ikutan', 'giveaway', 'bareng', 'benda', 'muncul', 'tiket', 'gampang']",ikut giveaway bareng benda muncul tiket gampang,Daihatsu,Netral
"Baru jadi ketua KPPS aja tendanya udah kaya wedding, gimana nikahan nanti ? High Quality single, adek kandung, umur 26 tahun. Siap nikah wkwkwk #KPPS #Pemilu #Pemilu2024AmanDamai #Pemilu2024",Baru jadi ketua KPPS aja tendanya udah kaya wedding gimana nikahan nanti  High Quality single adek kandung umur  tahun Siap nikah wkwkwk KPPS Pemilu PemiluAmanDamai Pemilu,baru jadi ketua kpps aja tendanya udah kaya wedding gimana nikahan nanti  high quality single adek kandung umur  tahun siap nikah wkwkwk kpps pemilu pemiluamandamai pemilu,"['baru', 'jadi', 'ketua', 'kpps', 'aja', 'tendanya', 'udah', 'kaya', 'wedding', 'gimana', 'nikahan', 'nanti', 'high', 'quality', 'single', 'adek', 'kandung', 'umur', 'tahun', 'siap', 'nikah', 'wkwkwk', 'kpps', 'pemilu', 'pemiluamandamai', 'pemilu']","['ketua', 'kpps', 'tendanya', 'wedding', 'nikahan', 'high', 'quality', 'single', 'adek', 'kandung', 'umur', 'nikah', 'kpps', 'pemilu', 'pemiluamandamai', 'pemilu']",ketua kpps tenda wedding nikah high quality single adek kandung umur nikah kpps milu pemiluamandamai milu,Daihatsu,Negatif
"Harga AK-47 setara dengan Honda CRV baru! ""Senapan di Amerika Serikat itu murah min, semua orang bisa beli, apalagi AK-47,"" ialah kata-kata yang sering mimin dengar. Coba kalian lihat harga...",Harga AK setara dengan Honda CRV baru Senapan di Amerika Serikat itu murah min semua orang bisa beli apalagi AK ialah katakata yang sering mimin dengar Coba kalian lihat harga,harga ak setara dengan honda crv baru senapan di amerika serikat itu murah min semua orang bisa beli apalagi ak ialah katakata yang sering mimin dengar coba kalian lihat harga,"['harga', 'ak', 'setara', 'dengan', 'honda', 'crv', 'baru', 'senapan', 'di', 'amerika', 'serikat', 'itu', 'murah', 'min', 'semua', 'orang', 'bisa', 'beli', 'apalagi', 'ak', 'ialah', 'katakata', 'yang', 'sering', 'mimin', 'dengar', 'coba', 'kalian', 'lihat', 'harga']","['ak', 'setara', 'senapan', 'serikat', 'murah', 'min', 'ak', 'katakata', 'mimin', 'dengar', 'lihat']",ak tara senapan serikat murah min ak katakata mimin dengar lihat,Honda,Negatif
Sosok pria nyentrik ini dikenal sebagai Pakde Bei Budiono. Ia merupakan kolektor dari mobil Mazda klasik tipe B600. Dirinya mengoleksi mobil Mazda klasik tersebut sejak tahun 2000-an.Translate post,Sosok pria nyentrik ini dikenal sebagai Pakde Bei Budiono Ia merupakan kolektor dari mobil Mazda klasik tipe B Dirinya mengoleksi mobil Mazda klasik tersebut sejak tahun anTranslate post,sosok pria nyentrik ini dikenal sebagai pakde bei budiono ia merupakan kolektor dari mobil mazda klasik tipe b dirinya mengoleksi mobil mazda klasik tersebut sejak tahun antranslate post,"['sosok', 'pria', 'nyentrik', 'ini', 'dikenal', 'sebagai', 'pakde', 'bei', 'budiono', 'ia', 'merupakan', 'kolektor', 'dari', 'mobil', 'mazda', 'klasik', 'tipe', 'b', 'dirinya', 'mengoleksi', 'mobil', 'mazda', 'klasik', 'tersebut', 'sejak', 'tahun', 'antranslate', 'post']","['sosok', 'pria', 'nyentrik', 'dikenal', 'pakde', 'bei', 'budiono', 'kolektor', 'mazda', 'klasik', 'tipe', 'mengoleksi', 'mazda', 'klasik', 'antranslate']",sosok pria nyentrik kenal pakde bei budiono kolektor mazda klasik tipe koleksi mazda klasik antranslate,Mazda,Netral
LEO/DANIEL TUTUP DAIHATSU INDONESIA MASTERS 2023 DENGAN KEMENANGAN!!! INDONESIA RAIH DUA GELAR!!! ???? #DIM2023Translate post,LEODANIEL TUTUP DAIHATSU INDONESIA MASTERS  DENGAN KEMENANGAN INDONESIA RAIH DUA GELAR  DIMTranslate post,leodaniel tutup daihatsu indonesia masters  dengan kemenangan indonesia raih dua gelar  dimtranslate post,"['leodaniel', 'tutup', 'daihatsu', 'indonesia', 'masters', 'dengan', 'kemenangan', 'indonesia', 'raih', 'dua', 'gelar', 'dimtranslate', 'post']","['leodaniel', 'tutup', 'kemenangan', 'raih', 'gelar', 'dimtranslate']",leodaniel tutup menang raih gelar dimtranslate,Daihatsu,Positif
"Terima kasih coach Irwansyah, Harry Hartono, Herry Iman Pierngadi dan Aryono Miranat. Mereka sukses membawa anak-anak asuhnya meraih gelar dari Daihatsu Indonesia Masters 2023. Pencapaian yang...",Terima kasih coach Irwansyah Harry Hartono Herry Iman Pierngadi dan Aryono Miranat Mereka sukses membawa anakanak asuhnya meraih gelar dari Daihatsu Indonesia Masters  Pencapaian yang,terima kasih coach irwansyah harry hartono herry iman pierngadi dan aryono miranat mereka sukses membawa anakanak asuhnya meraih gelar dari daihatsu indonesia masters  pencapaian yang,"['terima', 'kasih', 'coach', 'irwansyah', 'harry', 'hartono', 'herry', 'iman', 'pierngadi', 'dan', 'aryono', 'miranat', 'mereka', 'sukses', 'membawa', 'anakanak', 'asuhnya', 'meraih', 'gelar', 'dari', 'daihatsu', 'indonesia', 'masters', 'pencapaian', 'yang']","['terima', 'kasih', 'coach', 'irwansyah', 'harry', 'hartono', 'herry', 'iman', 'pierngadi', 'aryono', 'miranat', 'sukses', 'membawa', 'anakanak', 'asuhnya', 'meraih', 'gelar', 'pencapaian']",terima kasih coach irwansyah harry hartono herry iman pierngadi aryono miranat sukses bawa anakanak asuh raih gelar capai,Daihatsu,Positif
"Wtb 3 tiket daihatsu master 2023. Hari ini, kalau ada aku mau langsung COD!!Translate post",Wtb  tiket daihatsu master  Hari ini kalau ada aku mau langsung CODTranslate post,wtb  tiket daihatsu master  hari ini kalau ada aku mau langsung codtranslate post,"['wtb', 'tiket', 'daihatsu', 'master', 'hari', 'ini', 'kalau', 'ada', 'aku', 'mau', 'langsung', 'codtranslate', 'post']","['wtb', 'tiket', 'codtranslate']",wtb tiket codtranslate,Daihatsu,Netral
teume! Ges ada yang liat gantungan boneka bagcharm truz ensky matetsu ini di sekitaran istora senayan gak ya? hari ini final DIM 2023 (daihatsu master 2023). kalau ada yang ketemu boleh banget...,teume Ges ada yang liat gantungan boneka bagcharm truz ensky matetsu ini di sekitaran istora senayan gak ya hari ini final DIM  daihatsu master  kalau ada yang ketemu boleh banget,teume ges ada yang liat gantungan boneka bagcharm truz ensky matetsu ini di sekitaran istora senayan gak ya hari ini final dim  daihatsu master  kalau ada yang ketemu boleh banget,"['teume', 'ges', 'ada', 'yang', 'liat', 'gantungan', 'boneka', 'bagcharm', 'truz', 'ensky', 'matetsu', 'ini', 'di', 'sekitaran', 'istora', 'senayan', 'gak', 'ya', 'hari', 'ini', 'final', 'dim', 'daihatsu', 'master', 'kalau', 'ada', 'yang', 'ketemu', 'boleh', 'banget']","['teume', 'ges', 'gantungan', 'boneka', 'bagcharm', 'truz', 'ensky', 'matetsu', 'sekitaran', 'istora', 'senayan', 'final', 'dim', 'ketemu']",teume ges gantung boneka bagcharm truz ensky matetsu sekitar istora senayan final dim ketemu,Daihatsu,Netral
